,ID,First_Policy,Education,Salary,Area,Children,CMV,Claims,Motor,Household,Health,Life,Work_Compensations,Abandoned,Education_Class,Higher_Education,Years_Education,Customer_Years,Annual_Profit,Total_Premiums,Salary_Invested,Motor_Share,Household_Share,Health_Share,Life_Share,Work_Share,Incoherent
9994,10025,1997,BSc/MSc,1817.0,2,1,37.23,0.91,349.4,83.9,194.26,11.78,21.67,0,3,1,16,19.0,1.9594736842105263,661.0099999999999,3.0315997064758755,52.85850440991816,12.692697538615153,29.388360236607618,1.782121299223915,3.278316515635165,0
9995,10026,1981,BSc/MSc,4236.0,2,1,6.45,0.96,389.74,143.35,159.14,18.78,12.67,0,3,1,16,35.0,0.1842857142857143,723.68,1.423670129052565,53.85529515808093,19.808478885695337,21.99038248949812,2.595069644041566,1.7507738226840592,0
9996,10027,1995,Basic,1855.0,1,1,-307.27,1.51,92.13,0.0,237.71,122.8,129.47,1,1,0,9,21.0,-14.63190476190476,582.11,2.615049415992812,15.826905567676212,0.0,40.83592448162718,21.09566920341516,22.24150074728144,0
9997,10028,1979,High School,3525.0,4,1,-58.12,1.05,385.74,38.9,147.36,18.56,14.56,0,2,0,12,37.0,-1.5708108108108108,605.1199999999999,1.430543735224586,63.746033844526714,6.428476996298256,24.35219460602856,3.0671602326811214,2.4061343204653625,0
9998,10029,1977,High School,736.0,2,1,145.81,0.85,179.81,656.8,197.26,0.0,87.57,1,2,0,12,39.0,3.738717948717949,1121.4399999999998,12.697463768115941,16.033849336567275,58.56755599942931,17.58988443429876,0.0,7.8087102297046656,0
9999,10030,1985,BSc/MSc,1788.0,1,1,325.18,0.45,337.51,78.35,186.59,12.67,25.56,0,3,1,16,31.0,10.48967741935484,640.68,2.986017897091722,52.67996503714804,12.229193981394767,29.12374352250734,1.9775863145408006,3.989511144409066,0
10000,10031,1985,BSc/MSc,2096.0,3,1,56.13,0.87,380.07,33.9,154.03,3.0,44.23,0,3,1,16,31.0,1.8106451612903227,615.23,2.446048027989822,61.77689644523186,5.510134421273345,25.036165336540805,0.4876225151569331,7.189181281797051,0
10001,10032,1983,High School,2611.0,3,1,-55.34,1.05,373.96,87.25,81.35,67.79,37.45,0,2,0,12,33.0,-1.676969696969697,647.8,2.067534788714413,57.72769373263353,13.468663167644335,12.557888237110218,10.464649583204695,5.7811052794072255,0
10002,10033,1996,BSc/MSc,1923.0,4,1,352.63,0.29,434.08,0.0,124.58,4.78,11.67,1,3,1,16,20.0,17.6315,575.1099999999999,2.4922430230542547,75.47773469423242,0.0,21.661942932656363,0.8311453461077013,2.02917702700353,0
10003,10034,1993,High School,4012.0,4,0,443.31,0.26,375.96,68.9,144.25,23.45,18.56,0,2,0,12,23.0,19.274347826086956,631.12,1.3109006314390164,59.57028774242617,10.917099759158322,22.85619216630752,3.7156166814551908,2.9408036506528075,0
10004,10035,1997,BSc/MSc,1222.0,3,1,32.12,0.93,259.27,318.95,161.92,53.9,57.12,0,3,1,16,19.0,1.6905263157894737,851.16,5.804418985270049,30.460782931528733,37.47239061985996,19.023450350110437,6.332534423610133,6.710841674890737,0
10005,10036,1993,BSc/MSc,2109.0,3,1,513.54,0.13,490.65,40.0,73.57,2.0,9.89,0,3,1,16,23.0,22.32782608695652,616.11,2.434447605500237,79.63675317719238,6.492347145801886,11.941049487916118,0.3246173572900943,1.6052328317995164,0
10006,10037,1984,BSc/MSc,3260.0,4,0,442.32,0.25,426.97,67.8,72.57,25.45,27.45,0,3,1,16,32.0,13.8225,620.2400000000001,1.5854805725971373,68.83948149103571,10.931252418418675,11.700309557590606,4.103250354701405,4.425706178253578,0
10007,10038,1991,BSc/MSc,2883.0,2,1,68.45,0.86,527.1,94.45,48.01,3.0,0.0,1,3,1,16,25.0,2.738,672.5600000000001,1.9440397733842065,78.3721898417985,14.043356726537409,7.138396574283334,0.4460568573807541,0.0,0
10008,10039,1992,High School,1868.0,1,1,98.58,0.83,123.58,180.6,269.83,64.68,70.79,0,2,0,12,24.0,4.1075,709.48,3.165060670949322,17.418390934205334,25.455263009528107,38.03207983311721,9.116536054575182,9.977730168574167,0
10009,10040,1982,High School,2956.0,1,1,123.82,0.74,235.6,0.0,255.38,65.68,32.34,1,2,0,12,34.0,3.641764705882353,589.0000000000001,1.6604645917907086,39.99999999999999,0.0,43.35823429541595,11.151103565365023,5.490662139219015,0
10010,10041,1995,Basic,1635.0,4,1,311.96,0.44,345.62,13.9,220.04,7.78,14.78,0,1,0,9,21.0,14.855238095238095,602.1199999999999,3.0689092762487253,57.40051816913573,2.308509931575102,36.54421045638744,1.292101242277287,2.4546602006244607,0
10011,10042,1977,BSc/MSc,1741.0,3,1,165.58,0.74,311.17,172.8,218.93,17.78,17.56,0,3,1,16,39.0,4.245641025641026,738.24,3.5336013785180933,42.150249241439106,23.40702210663199,29.65566753359341,2.408430862592111,2.37863025574339,0
10012,10043,1983,BSc/MSc,4260.0,3,0,-139.78,1.21,110.02,0.0,390.74,10.78,63.68,1,3,1,16,33.0,-4.235757575757575,575.2199999999999,1.1252347417840374,19.126595041897016,0.0,67.92879246201454,1.8740655749104693,11.070546921177986,0
10013,10044,1983,Basic,1110.0,1,1,907.28,0.34,25.56,1011.85,120.8,144.25,105.13,0,1,0,9,33.0,27.493333333333332,1407.5900000000001,10.567492492492493,1.8158696779602013,71.88527909405437,8.582044487386241,10.248012560475706,7.4687941801234725,0
10014,10045,1980,High School,2282.0,3,1,47.02,0.88,288.72,38.9,242.38,45.12,0.0,1,2,0,12,36.0,1.3061111111111112,615.12,2.2462751971954424,46.93718298868514,6.323969306801924,39.403693588242945,7.335154116269996,0.0,0
10015,10046,1978,PhD,3059.0,4,1,418.97,0.4,456.64,158.35,80.46,12.67,27.67,0,4,1,20,38.0,11.025526315789474,735.79,2.0044404489484577,62.06118593620462,21.52108617948056,10.935185311026244,1.721958711045271,3.760583862243304,0
10016,10047,1978,High School,2635.0,3,1,389.63,0.54,262.27,378.4,176.7,36.23,47.01,0,2,0,12,38.0,10.253421052631579,900.6099999999999,2.848228969006957,29.121373291435802,42.01596695573001,19.620035309401405,4.0228289714748895,5.219795471957895,0
10017,10048,1977,High School,2403.0,1,0,-67.23,1.07,386.96,29.45,127.47,42.23,37.45,0,2,0,12,39.0,-1.723846153846154,623.5600000000001,2.1624358440837845,62.05657835653344,4.722881519019821,20.442299057027387,6.772403617935723,6.00583744948361,0
10018,10049,1989,High School,2297.0,4,1,157.93,0.77,302.28,245.05,179.59,50.12,12.0,0,2,0,12,27.0,5.849259259259259,789.04,2.8625743723697576,38.309844874784545,31.05672716212106,22.760569806346957,6.352022711142655,1.5208354456047857,0
10019,10050,1995,BSc/MSc,1041.0,1,1,906.39,0.27,79.68,835.15,181.7,77.46,96.24,0,3,1,16,21.0,43.16142857142857,1270.23,10.168347742555236,6.272879714697338,65.7479354132716,14.304496036150931,6.098108216622186,7.576580619257929,0
10020,10051,1986,Basic,1996.0,3,1,391.4,0.56,185.37,442.85,185.59,111.02,26.45,0,1,0,9,30.0,13.046666666666665,951.2800000000001,3.971609886439546,19.48637625094609,46.55306534353713,19.50950298545118,11.670591203431165,2.780464216634429,0
10021,10052,1997,High School,1119.0,1,1,277.39,0.73,106.91,677.35,149.14,113.91,81.57,0,2,0,12,19.0,14.599473684210526,1128.8799999999999,8.4069109323801,9.470448586209342,60.0019488342428,13.211324498618099,10.090532208915032,7.225745872014741,0
10022,10053,1986,High School,2294.0,2,1,51.56,0.89,482.09,103.9,77.68,19.67,7.67,0,2,0,12,30.0,1.7186666666666668,691.01,2.5102077884335947,69.76599470340516,15.0359618529399,11.241516041736011,2.846557936932896,1.109969464986035,0
10023,10054,1993,High School,3930.0,1,0,333.3,0.55,211.93,258.95,221.93,59.9,39.45,0,2,0,12,23.0,14.491304347826087,792.16,1.6797285835453775,26.75343364976773,32.68910321147243,28.015804887901435,7.561603716420925,4.980054534437488,0
10024,10055,1977,BSc/MSc,2061.0,1,1,-39.89,1.02,498.76,19.45,79.46,10.89,4.0,0,3,1,16,39.0,-1.0228205128205128,612.5600000000001,2.4767912016820315,81.42222802664227,3.17519916416351,12.97179051847982,1.77778503330286,0.6529972574115188,0
10025,10056,1982,High School,1571.0,4,1,318.73,0.44,326.06,33.35,199.15,17.67,40.45,0,2,0,12,34.0,9.374411764705883,616.6800000000001,3.2711648631444943,52.873451384834915,5.4079911785691115,32.29389634818706,2.8653434520334695,6.55931763637543,0
10026,10057,1989,BSc/MSc,3936.0,2,0,71.25,0.85,408.52,87.8,148.25,11.78,0.0,1,3,1,16,27.0,2.638888888888889,656.3499999999999,1.389629911924119,62.241182296031084,13.377009217643026,22.587034356669463,1.7947741296564335,0.0,0
10027,10058,1983,High School,1569.0,4,1,222.6,0.55,235.6,211.15,0.0,32.34,68.79,0,2,0,12,33.0,6.745454545454545,547.88,2.909921393669004,43.00211725195298,38.53946119588231,0.0,5.902752427538878,12.555669124625831,0
10028,10059,1985,High School,1718.0,3,1,72.79,0.87,437.97,133.35,120.69,16.78,18.78,0,2,0,12,31.0,2.3480645161290323,727.5699999999999,3.5291521148622427,60.19626977472959,18.32813337548277,16.588094616325577,2.3063072968923954,2.5811949365696774,0
10029,10060,1988,BSc/MSc,3079.0,4,0,-46.34,1.03,422.19,53.9,117.8,31.34,10.0,0,3,1,16,28.0,-1.655,635.23,1.7192540868247268,66.46254112683594,8.485115627410543,18.544464209813768,4.933646080947058,1.57423295499268,0
10030,10061,1980,BSc/MSc,2844.0,3,1,49.57,0.91,339.73,333.4,87.46,74.57,22.67,0,3,1,16,36.0,1.3769444444444445,857.83,2.513566572902016,39.60341792662882,38.86550948323094,10.195493279554222,8.692864553582877,2.642714757003136,0
10031,10062,1986,Basic,2145.0,4,1,-41.56,1.02,298.61,200.6,177.81,52.9,16.56,0,1,0,9,30.0,-1.3853333333333333,746.4799999999999,2.9000777000777,40.002411317115,26.872789625977926,23.819794234272855,7.086593076840638,2.2184117457935915,0
10032,10063,1988,High School,2956.0,3,1,267.83,0.69,285.83,432.3,158.14,7.0,74.57,0,2,0,12,28.0,9.565357142857142,957.8399999999999,2.700270635994587,29.841100810156185,45.132798797293916,16.51006431136724,0.7308109913973106,7.785225089785349,0
10033,10064,1990,High School,1447.0,4,1,-13.22,0.98,402.41,19.45,155.03,11.78,8.89,0,2,0,12,26.0,-0.5084615384615385,597.56,3.441372955540198,67.34219157908831,3.2549032733114664,25.94383827565433,1.9713501573063792,1.4877167146395345,0
10034,10065,1975,BSc/MSc,2315.0,4,1,2.35,0.95,343.62,0.0,161.92,46.23,33.45,1,3,1,16,41.0,0.05731707317073171,585.22,2.1066234701223903,58.71638016472438,0.0,27.668227333310547,7.899593315334403,5.715799186630669,0
10035,10066,1976,High School,4304.0,2,0,-3.44,0.97,298.5,58.9,155.03,21.56,106.24,0,2,0,12,40.0,-0.086,640.2299999999999,1.239602695167286,46.62386954688159,9.19981881511332,24.21473532949097,3.3675397903878292,16.594036518126302,0
10036,10067,1983,BSc/MSc,2897.0,3,1,42.12,0.9,507.54,78.9,54.12,11.78,18.78,0,3,1,16,33.0,1.2763636363636364,671.12,1.9305028190081694,75.6258195255692,11.756466801764216,8.064131600905949,1.7552747645726545,2.7983073071879843,0
10037,10068,1977,BSc/MSc,2233.0,1,1,431.42,0.26,437.64,44.45,111.8,16.78,8.89,0,3,1,16,39.0,11.062051282051282,619.56,2.3121361397223463,70.63722641874878,7.174446381302861,18.045064239137453,2.7083736845503266,1.4348892762605723,0
10038,10069,1990,BSc/MSc,3713.0,3,1,-93.78,1.13,349.51,0.0,186.37,3.0,41.23,1,3,1,16,26.0,-3.606923076923077,580.11,1.3019795313762457,60.24891830859664,0.0,32.12666563238006,0.5171433004085432,7.107272758614745,0
10039,10070,1993,High School,2013.0,1,1,464.32,0.23,497.54,64.45,65.9,8.78,0.0,1,2,0,12,23.0,20.187826086956523,636.67,2.635659877463156,78.14723483123126,10.122983649300267,10.350731148004462,1.3790503714640236,0.0,0
10040,10071,1996,BSc/MSc,2476.0,4,0,371.3,0.42,414.08,146.15,100.13,6.78,17.78,0,3,1,16,20.0,18.565,684.92,2.3051965535810446,60.45669567248731,21.33825848274251,14.619225602990129,0.9898966302633885,2.5959236115166737,0
10041,10072,1984,High School,3507.0,4,0,206.71,0.68,227.71,157.8,254.27,45.23,49.23,0,2,0,12,32.0,6.4596875,734.24,1.7447010740423916,31.013020265853125,21.491610372630205,34.630366092830684,6.1601111353236,6.704892133362388,0
10042,10073,1987,BSc/MSc,1656.0,1,1,379.2,0.32,443.86,0.0,127.69,13.78,14.78,1,3,1,16,29.0,13.075862068965517,600.1099999999999,3.019877214170692,73.96310676376,0.0,21.277765742947132,2.2962456882904805,2.4628818050024166,0
10043,10074,1980,BSc/MSc,1513.0,3,1,103.02,0.85,139.58,329.5,322.95,42.12,11.56,0,3,1,16,36.0,2.8616666666666664,845.7099999999999,4.658019387530293,16.504475529436807,38.96134608790248,38.186848919842504,4.98043064407421,1.366898818744014,0
10044,10075,1978,BSc/MSc,1696.0,4,1,6.34,0.96,303.28,161.7,177.81,31.34,35.34,0,3,1,16,38.0,0.1668421052631579,709.47,3.4859964622641506,42.747402990965085,22.79166138103091,25.06237050192397,4.417381989372348,4.981183136707683,0
10045,10076,1983,High School,4487.0,3,0,-116.1,1.16,275.05,0.0,190.48,35.45,98.02,1,2,0,12,33.0,-3.518181818181818,599.0,1.1124730703513854,45.91819699499165,0.0,31.79966611018364,5.9181969949916535,16.363939899833056,0
10046,10077,1976,BSc/MSc,2319.0,4,0,393.98,0.3,377.85,58.35,168.81,1.89,0.0,1,3,1,16,40.0,9.8495,606.9,2.1808969383354895,62.25902125556105,9.614434008897678,27.81512605042017,0.31141868512110726,0.0,0
10047,10078,1985,High School,1745.0,1,1,-144.8,1.18,105.13,88.9,359.29,73.57,46.23,0,2,0,12,31.0,-4.670967741935484,673.1200000000001,3.214517669531997,15.618314713572614,13.207154742096506,53.37681245543142,10.929700499168051,6.868017589731398,0
10048,10079,1978,High School,1602.0,4,1,342.41,0.47,213.93,136.7,258.27,36.34,53.12,0,2,0,12,38.0,9.010789473684211,698.36,3.632750728256346,30.633197777650494,19.574431525287817,36.982358668881375,5.203619909502263,7.606392118678046,0
10049,10080,1989,BSc/MSc,2213.0,4,1,-22.66,1.0,385.85,58.9,174.81,20.67,0.0,1,3,1,16,27.0,-0.8392592592592593,640.2299999999999,2.41086760054225,60.26740390172283,9.19981881511332,27.304250035143625,3.2285272480202436,0.0,0
10050,10081,1985,High School,1955.0,2,1,327.62,0.52,252.27,162.8,225.82,35.34,65.01,0,2,0,12,31.0,10.568387096774194,741.2400000000001,3.1595907928388756,34.03351141330743,21.963196805353192,30.465166477793957,4.767686579245589,8.77043872429982,0
10051,10082,1982,BSc/MSc,439.0,1,1,4.56,0.96,224.93,113.35,235.49,63.79,34.23,0,3,1,16,34.0,0.1341176470588235,671.79,12.752277904328018,33.482189374655775,16.87283228389824,35.054109171020706,9.495526875958262,5.095342294467021,0
10052,10083,1978,BSc/MSc,3472.0,1,0,482.88,0.43,103.13,377.3,314.06,36.45,63.9,0,3,1,16,38.0,12.707368421052632,894.84,2.147753456221198,11.524965356935317,42.163962272585046,35.09677707746636,4.073353895668499,7.1409413973447755,0
10053,10084,1994,BSc/MSc,2201.0,4,1,80.91,0.88,312.28,357.85,86.24,14.67,91.24,0,3,1,16,22.0,3.6777272727272727,862.28,3.2647281538694535,36.21561441759057,41.50044069211857,10.001391659321799,1.7013035208980842,10.581249710070974,0
10054,10085,1977,BSc/MSc,1653.0,3,1,482.99,0.33,272.83,210.6,192.26,24.56,53.23,0,3,1,16,39.0,12.384358974358975,753.4799999999999,3.798548094373865,36.2093220788873,27.950310559006216,25.51627116844508,3.259542389977173,7.064553803684238,0
10055,10086,1986,High School,2876.0,4,1,6.68,0.95,526.32,28.9,44.12,6.89,0.0,1,2,0,12,30.0,0.22266666666666665,606.23,1.7565774223458508,86.8185342196856,4.767167576662323,7.277765864440888,1.1365323392111903,0.0,0
10056,10087,1994,BSc/MSc,2634.0,2,1,72.48,0.85,365.18,101.7,132.58,51.01,0.0,1,3,1,16,22.0,3.294545454545455,650.47,2.057928372563908,56.14094424031853,15.634848647900748,20.382185189170908,7.8420219226098045,0.0,0
10057,10088,1994,BSc/MSc,1534.0,4,1,468.77,0.09,538.77,0.0,40.34,0.0,6.0,1,3,1,16,22.0,21.307727272727274,585.11,3.178563667970448,92.08012168652047,0.0,6.894430107159338,0.0,1.025448206320179,0
10058,10089,1982,PhD,2675.0,4,1,435.1,0.18,468.2,0.0,92.13,9.89,0.0,1,4,1,20,34.0,12.797058823529412,570.2199999999999,1.7763862928348906,82.10865981550981,0.0,16.156921889796923,1.7344182946932767,0.0,0
10059,10090,1989,BSc/MSc,2680.0,1,1,-52.2,1.05,413.3,0.0,142.25,12.78,0.0,1,3,1,16,27.0,-1.9333333333333333,568.3299999999999,1.7671952736318406,72.72183414565482,0.0,25.02947231362061,2.248693540724579,0.0,0
10060,10091,1984,High School,4066.0,3,1,883.27,0.13,302.5,545.65,55.9,97.24,37.12,0,2,0,12,32.0,27.6021875,1038.4099999999999,2.1282382357763563,29.131075394112155,52.546681946437346,5.38323013068056,9.364316599416417,3.5746959293535308,0
10061,10092,1985,PhD,3643.0,4,0,-76.12,1.09,219.82,3.9,268.94,51.12,34.34,0,4,1,20,31.0,-2.455483870967742,578.12,1.32244487144295,38.023247768629346,0.674600428976683,46.51975368435619,8.842454853663599,5.939943264374179,0
10062,10093,1993,PhD,2063.0,3,1,-25.0,1.0,477.2,9.45,104.13,7.78,9.0,0,4,1,20,23.0,-1.0869565217391304,607.56,2.454192922927775,78.54368292843506,1.5554019356112976,17.13904799525973,1.280531963921259,1.4813351767726646,0
10063,10094,1996,High School,2161.0,4,0,185.82,0.84,164.81,948.5,178.7,9.78,46.01,0,2,0,12,20.0,9.291,1347.8,5.197439457041493,12.22807538210417,70.37394272147203,13.258643715684821,0.725626947618341,3.4137112331206407,0
10064,10095,1982,High School,2301.0,1,1,448.19,0.33,334.84,138.35,205.04,12.89,17.56,0,2,0,12,34.0,13.182058823529411,708.6799999999998,2.5665652614805152,47.248405486256146,19.5222103064853,28.932663543489312,1.8188745272901738,2.4778461364790885,0
10065,10096,1997,High School,1659.0,1,1,180.37,0.71,239.71,146.15,276.94,9.78,34.34,0,2,0,12,19.0,9.493157894736843,706.92,3.5509342977697407,33.90907033327675,20.674192270695414,39.17557856617439,1.3834663045323374,4.857692525321112,0
10066,10097,1983,BSc/MSc,3931.0,4,0,523.45,0.33,223.71,312.85,219.93,27.45,39.34,0,3,1,16,33.0,15.862121212121213,823.2800000000001,1.7452726193504624,27.17301525604897,38.00043727528909,26.71387620250704,3.3342240792925852,4.778447186862307,0
10067,10098,1995,BSc/MSc,3020.0,2,1,320.85,0.5,345.4,143.35,208.26,0.0,0.78,1,3,1,16,21.0,15.27857142857143,697.79,1.925469094922737,49.49913297697015,20.54342997176801,29.84565556972728,0.0,0.11178148153455911,0
10068,10099,1979,BSc/MSc,2869.0,4,1,7.23,0.95,470.31,34.45,86.35,0.0,25.45,1,3,1,16,37.0,0.1954054054054054,616.5600000000001,1.7908678982223771,76.27968080965356,5.587452964837161,14.00512521084728,0.0,4.1277410146619955,0
10069,10100,1983,BSc/MSc,3577.0,2,1,427.08,0.37,275.83,152.8,251.16,30.45,7.0,0,3,1,16,33.0,12.941818181818181,717.24,1.6709533128319822,38.4571412637332,21.30388712285985,35.01756734147566,4.245440856617032,0.9759634153142602,0
10070,10101,1996,BSc/MSc,3437.0,1,1,41.34,0.9,480.09,54.45,107.13,11.89,8.0,0,3,1,16,20.0,2.067,661.56,1.6040151294733778,72.56938146199892,8.230545982223836,16.193542535824417,1.797267065723442,1.2092629542293973,0
10071,10102,1985,High School,4037.0,4,0,593.78,0.25,339.84,270.05,180.7,21.67,12.78,0,2,0,12,31.0,19.154193548387095,825.0399999999998,1.703079844769218,41.190730146417145,32.73174633957142,21.901968389411426,2.6265393193057314,1.549015805294289,0
10072,10103,1980,BSc/MSc,3213.0,2,1,655.03,0.18,407.41,293.4,101.24,3.89,24.67,0,3,1,16,36.0,18.195277777777775,830.6099999999999,2.154295051353875,49.049493745560504,35.32343699209015,12.188632450849376,0.4683305040873576,2.970106307412625,0
10073,10104,1995,BSc/MSc,3768.0,3,0,565.1,0.18,433.08,143.35,131.58,2.89,10.78,0,3,1,16,21.0,26.90952380952381,721.68,1.596072186836518,60.00997672098437,19.863374348741825,18.23245759893582,0.4004544950670658,1.4937368362709234,0
10074,10105,1992,BSc/MSc,3770.0,1,1,378.52,0.34,414.41,38.35,136.36,10.89,8.67,0,3,1,16,24.0,15.771666666666667,608.6800000000001,1.3454465075154731,68.08339357297758,6.3005191562068745,22.402576066241704,1.7891174344483143,1.4243937701255174,0
10075,10106,1985,BSc/MSc,2902.0,3,1,260.5,0.6,218.82,171.7,256.16,41.34,25.34,0,3,1,16,31.0,8.403225806451612,713.3600000000001,2.0484723179416497,30.67455422227206,24.069193675002797,35.90893798362678,5.795110463160255,3.552203655938095,0
10076,10107,1996,High School,2482.0,2,0,144.91,0.77,369.96,172.8,123.69,32.45,35.34,0,2,0,12,20.0,7.2455,734.2400000000001,2.465216223475692,50.38679450860752,23.534539115275656,16.84599041185443,4.419535846589671,4.813140117672695,0
10077,10108,1996,High School,3399.0,3,0,809.27,0.24,168.81,647.9,212.93,46.12,28.56,0,2,0,12,20.0,40.463499999999996,1104.32,2.707462979307639,15.286330049261085,58.669588525065194,19.281548826427127,4.1763257026948715,2.586206896551724,0
10078,10109,1993,BSc/MSc,3126.0,4,1,-14.11,0.98,535.1,58.9,42.23,0.0,16.89,1,3,1,16,23.0,-0.6134782608695651,653.12,1.7410961825549158,81.92981381675649,9.018250857422832,6.465886820186182,0.0,2.5860485056344933,0
10079,10110,1997,BSc/MSc,3700.0,4,0,170.26,0.7,221.93,58.9,315.17,28.45,26.67,0,3,1,16,19.0,8.961052631578946,651.12,1.4664864864864866,34.084346971372405,9.045951591104558,48.40428799606831,4.369394274480895,4.09601916697383,0
10080,10111,1976,High School,3524.0,4,1,256.72,0.62,281.72,191.7,241.6,0.89,18.45,0,2,0,12,40.0,6.418000000000001,734.36,1.736568293605751,38.36265591807833,26.104362982733264,32.89939539190588,0.12119396481289829,2.5123917424696334,0
10081,10112,1983,BSc/MSc,2518.0,4,1,655.24,0.23,312.28,372.85,117.8,37.23,42.12,0,3,1,16,33.0,19.855757575757575,882.28,2.9199099814667724,35.39465929183479,42.25982681234983,13.35177041302081,4.219748832570159,4.773994650224418,0
